SMILES,Code
Clc1cc(CN2CCCCC2)ccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,18-16-25
ONC(=O)CCCCCCC(=O)Nc1ccccc1,8-2-28
Nc1nc(cs1)-c1ccc(Cc2ccccc2)cc1,5-16-16
COc1cccc(OC)c1OCCNC[C@H]1C[C@H](c2ccccc2)c2ccccc2S1,16-23-30
OC(=O)c1ccccc1NC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1ccc(Br)cc1,18-14-14
ONC(=O)[C@H]1COC(=N1)c1cc2cc(F)ccc2[nH]1,15-16-21
[Br-].[Br-].O\N=C|C(=O)Nc1ccc[n+](CCCCC[n+]2cccc(NC(=O)\C=N|O)c2)c1,12-30-15
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O)C(O)=O,21-3-11
CN(C)C(=S)SSC(=S)N(C)C,9-20-17
Cc1noc(n1)-c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CCC[N+](C)(Cc3ccc(O)cc3)C2)cc1,18-17-30
Clc1ccc(cc1Cl)[C@@]1(CCN2CC(C2)N2CCOCC2)CCC(=O)N(C1)C1(CCCC1)C1CC1,21-17-30
CC(C)(C)c1nc(CCC23CC4CC(CC(C4)C2)C3)c([nH]1)C(=O)Nc1cccc(c1)C(O)=O,18-11-26
CC(C)C[C@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,23-13-26
CN1[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CSSC2(CCCCC2)CC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,21-7-30
C[C@@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,18-22-15
Fc1ccc(cc1)C1=NOC(=O)\C1=C|c1ccc(cc1)N1CCCC1,7-20-22
CO[C@H]1CC(C)=Cc2c(O)c(NC(=O)C(C)=CC=C[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)cc(O)c2N1CCC1,27-4-8
COC(=O)C[C@@H]1CS[C@@]2([C@@H]([C@H]1C=O)c1ccc(Br)cc1)C(=O)Nc1cccc(Br)c21,10-23-13
CC1=CCC2C(C1)c1c(O)cc(CCC#C)cc1OC2(C)C,9-13-25
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(no4)C(C)(C)C)c3)c2cc1OC,31-17-13
OC(=O)CCCc1cc(I)c(O)c(I)c1,5-14-19
COc1cc(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3)CC2)c(O)c(\C=N\O)c1,19-25-31
CCOC(=O)C(Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O,20-10-9
CC(C)NCC(O)CO\N=C(\C)CCc1ccccc1,5-26-18
CS(=O)(=O)N1CCN(CC1)c1ccc(Nc2ncc(C(N)=O)c(NC3CC3)n2)cc1,26-30-20
COCCOc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(n(n4)-c4ccccc4)C(F)(F)F)c3)c2cc1OC,29-23-17
CO[C@]1(NC(=O)Cc2cccs2)[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O,16-5-15
Fc1ccc(cc1)C(=O)CCCN1CCN(CCC2Cc3ccccc3C2=O)CC1,13-28-31
COc1cc2ncc(cc2cc1OCCN1CCOCC1)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,27-23-21
COc1cc2nc(cnc2cc1O)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)c(F)c1,27-21-18
Cn1c2nc(NC(CCO)CCO)ncc2cc(Oc2ccc(F)cc2F)c1=O,22-25-16
COc1cc2nc(Cl)nc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OC,26-17-14
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,7-28-28
CC1C\C=C\C(O)C(O)CC\C=C\c2cc(O)cc(O)c2C(=O)O1,11-17-9
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4cncc(F)c4)C(C)C)c3)c2cc1OC,29-24-9
O=C1NC(=O)C(S1)c1ccccc1,7-16-17
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,30-6-30
CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N1)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NC(=O)COCC(=O)Nc1ccc(CCC(=O)N2CCC2=O)cc1,13-5-23
CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3oc2=O)[C@H]1O,17-4-14
CCCN1Cc2cccc(C(N)=O)c2C1=O,15-15-17
NC(=N)Nc1ccc(cc1)C1CC(=O)O\C(C1)=C\I,22-13-12
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)ncnc2cc1O,29-18-15
CC1Oc2ccc(CN3CCC(=CC3)c3ccc(Cl)cc3)cc2NC1=O,18-22-18
COc1nc2ccc(cc2c(Cl)c1OCC1CC1)[C@](O)(c1cncn1C)c1ccc(cc1)C#N,7-14-30
COc1ccc(cc1)-n1c(SCC(N)=O)nnc1-c1cccs1,13-20-13
Cc1nc[nH]c1CSCCNC(=S)NCCCc1cnc[nH]1,14-17-26
C[C@@H]1[C@@H]2[C@H](CN1S(=O)(=O)c1ccc3OCOc3c1)c1cnccc1N(C)C2=O,14-28-12
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1O[C@@H]1CCN(C)C1,31-14-14
CC(=O)NCc1nc2c(cc(nn2c1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)-c1cnc[nH]1,25-17-22
O=C(N[C@@H]1c2ccccc2-c2c1cccc2-c1nc2ccncc2[nH]1)c1ccnc2[nH]ccc12,20-17-13
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,8-18-28
Cc1nc(C)c(s1)-c1ccnc(Nc2cccc(c2)[N+]([O-])=O)n1,24-29-18
C[N+]1(C)[C@H]2CC(C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1,1-23-29
NC(=O)C[C@H](NC(=O)C1(CCCCC1)NC(=O)[C@H](Cc1ccc(CP(O)(O)=O)cc1)NC(=O)CN=[N+]=[N-])C(=O)NCCCC#C,24-1-22
COCCN1CCC(CC1)c1nc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,19-24-15
CC1(C)CC=C(c2cccc(O)c2)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O,9-16-28
NC(=O)c1cccc2CN(C3CCN(Cc4ccncc4)CC3)C(=O)c12,28-19-29
CCOC(=O)C(NCC(O)COc1ccccc1C(=O)OC)C(=O)OCC,6-28-18
Cc1cncc(c1)-c1ccc(N[C@@H]2CCNC[C@H]2OCC2CCS(=O)(=O)CC2)c2[nH]c(=O)c(C)cc12,20-16-6
OC(=O)CCCC\C=C(|c1ccc(cc1)-c1nc(co1)C(=O)NCCOCC1CCCCC1)c1cccnc1,19-5-19
C\C(\C=C\C=C(|C)\C=C1|CCCC(C)=C1C)=C|C(O)=O,5-12-18
NS(=O)(=O)c1ccc(SCCc2ccccc2)cc1,22-1-11
Cc1cc2c(cc1C1(CC1)c1ccc(cn1)C(O)=O)C(C)(C)CCC2(C)C,8-14-23
CCOC(=O)CNCC(O)COc1ccccc1C,12-22-22
Cn1n(C2CCN(CC2)C2CCCCC2)c(=O)c2c(cccc12)C(N)=O,17-21-22
CC(C)(C)NCC(O)COc1ccc(Cc2nc(c[nH]2)-c2cccs2)cc1,10-25-30
Cc1c(\N=N\c2cccc(c2)C(O)=O)c(O)[nH]c(=O)c1C#N,19-24-13
Cn1ccc2ncc(nc12)-c1ccc(CC(=O)Nc2cc(on2)C2(CC2)C(F)(F)F)cc1,26-23-17
CSc1ccc(cc1)S(=O)(=O)NCc1ccccn1,14-16-16
OCC1O[C@@H](S[C@@H]2CCCC(NC(=O)c3ccc(Cl)cc3)C2O)C(O)[C@@H](NC(=O)c2ccc(Cl)cc2)[C@H]1O,16-3-28
NS(=O)(=O)c1cc(ccc1Cl)C(=O)CSc1nc2ccccc2[nH]1,20-9-5
COc1ccc(\C=C2|CCn3c2nc2cc(NCCCN4CCOCC4)c(F)cc2c3=O)cc1,13-20-24
COc1nc2ccc(cc2c(Cl)c1OCC1(C)COC1)[C@@](O)(c1cncn1C)c1ccc(nc1)C(F)(F)F,6-13-30
COc1ccc(NC(=O)CCSc2nnc3scc(-c4ccc(C)cc4)n23)cc1,14-19-19
Oc1cc(ccc1Cl)-c1[nH]c(nc1-c1ccnnc1)-c1ccccc1,17-22-18
C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Br)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCNC(=S)Nc1ccc(c(c1)C(O)=O)-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(N)=O,24-5-15
O=C(N1CCC(CC1)N1CCCC1)c1ccc(cc1)C(=O)N1CCC(CC1)N1CCCC1,13-21-22
CCc1nc2c(C)cc(C)nc2n1Cc1ccc-2c(c1)C(Cc1nnn[nH]1)c1ccccc-21,20-9-26
CCCCCCCN(CCc1ccc(O[C@@H](C)C([O-])=O)cc1)c1nc2ccccc2o1,7-23-30
CCc1cc2c(cc1C(=O)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,16-17-27
COc1ccc(CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccc(CS(O)(=O)=O)cc2)NC(=O)Cc2cccc3ccccc23)cc1,23-1-20
CO\N=C(|C)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1,16-21-27
NS(=O)(=O)c1ccc(CCNc2ncnc(NCc3ccccc3)c2[N+]([O-])=O)cc1,30-2-8
C#CCCCOCCCc1cnc[nH]1,12-17-18
COc1cc2nc(nc(N)c2cc1OC)N(C)CCSSCCN(C)C(=O)c1ccc(CCl)o1,12-25-28
CCCCNC(=O)NCCNCC(O)COc1ccc(cc1)-c1nc(C)c[nH]1,18-21-22
Cc1cc(C)nc(Sc2c(F)c(F)c(c(F)c2F)S(N)(=O)=O)n1,21-5-4
COc1cc2CCN(CC3CCN(Cc4cc(Cl)cc(\C=N\O)c4O)CC3)Cc2cc1OC,18-24-31
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(Br)cc4)CC3)C(=O)c12,29-19-29
Fc1ccc(cc1)C(=O)CCCN1CCN(CC2CC(=O)c3ccccc23)CC1,12-29-31
C[C@H]1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(c3)C(C)=O)ccc2F)CCN1,11-20-30
FC1(F)CCC(CN2C[C@](CCN3CC(C3)N3CCC(=O)CC3)(CCC2=O)c2ccc(Cl)c(Cl)c2)CC1,23-20-31
S=C(NCCCCc1cnc[nH]1)NC1CCCCC1,16-18-18
[O-]S(=O)(=O)OC[C@H]1O[C@H](OCc2ccccc2)[C@@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]4O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]4OS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)[C@@H]2OS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O,14-3-26
CCOC(=O)CCCCNCC(O)COc1ccccc1C,5-25-27
CN(C)CCCNc1cc2nc3\C(CCn3c(=O)c2cc1F)=C\c1ccc(\C=C\c2ccccn2)cc1,17-27-18
COc1ccc(cc1)C1c2c(C)[nH]nc2NC2=C1C(=O)CC(C)(C)C2,7-29-22
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(O)=O,22-13-26
CCN(CC)CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)N[C@@H](CO)C(=O)OC,19-17-13
CO[C@H]1O[C@H](CO)[C@H](O)[C@H](OCc2cc3ccccc3o\c2=N|S(=O)(=O)c2ccc(C)cc2)[C@H]1O,19-5-26
Clc1cncc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C2(CCCCCC2)C2=CC=CC2)n1,14-18-30
Brc1cccc(c1)[C@H]1C[C@@H](c2ccccc2)n2nnnc2N1,11-19-30
CC(C)(C)NCC(O)c1ccccc1Cl,5-24-12
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@H](C4)NS(C)(=O)=O)cc3)nn3cccc23)n[nH]1,27-27-19
COc1cc2c(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)ncnc2cc1OCCCN1CCS(=O)(=O)CC1,31-17-14
Cc1sc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,18-19-28
Nc1nc2[nH]c(SCc3ccccc3C#N)nc2c(=O)[nH]1,21-19-16
OC1N(Cc2ccc(Cl)cc2)C(=O)C(=C1c1ccc(Cl)cc1)c1c[nH]c2cc(Cl)ccc12,19-21-18
C\C(CN1CCN([C@H](Cc2c[nH]c3ccccc23)C1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)=N\OCCN,24-15-27
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,0-29-0
CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(C)=O)C(C)C)C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,20-7-29
OCCNC(=O)COc1cc2[nH]c(cc2cc1Cl)C(=O)N[C@H](CO)c1ccc(cc1)C(O)=O,17-5-8
NC(CO)C(=O)[C@@H]([NH3+])C(=O)NCCOCCOCCNC(=O)c1ccc(cc1)S(N)(=O)=O,25-2-7
COC(=O)c1onc(c1C(=O)OC)-c1ccccc1OCc1ccc(Br)cc1,15-4-25
CCN(CC)C1CCN(C1)C(=O)c1cc(OCc2cc(C)no2)n(n1)-c1ccc(cc1)C#N,24-22-17
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C)c3)c2cc1OCCCN1CCC(CO)CC1,31-17-19
OC(=O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(co1)C(=O)NCCCCc1ccc(Cl)cc1,17-9-30
Cc1[nH]nc2NC3=C(C(c12)c1cccc(Cl)c1)C(=O)CC(C)(C)C3,10-28-19
Cc1cncc(c1)-c1cnc(N[C@@H]2CCNC[C@H]2OCC2CCCCC2)c2[nH]c(=O)c(C)cc12,17-18-10
COc1cc(OC)c(NC(=O)CSc2nnc(-c3ccncc3)n2C)cc1Cl,14-24-8
CSc1nc(Cl)c(C=O)c(NCCc2ccc(cc2)S(N)(=O)=O)n1,29-3-8
COC(=O)C[C@@H]1N=C(c2c(C)c(sc2-n2c(C)nnc12)C(=O)NCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C[C@@H]1N=C(c2c(C)c(C)sc2-n2c(C)nnc12)c1ccc(Cl)cc1)c1ccc(Cl)cc1,8-31-13
Cc1nnc2[C@@H](CC(=O)OC(C)(C)C)N=C(c3c(C)c(C)sc3-n12)c1ccc(Cl)cc1,7-31-13
NS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,22-4-8
COc1nc2ccc(cc2c(Cl)c1OCC1CCOCC1)C(O)(c1cnnn1C)c1ccc(C)nc1C,8-14-30
CCCCCCCCOCCCc1cnc[nH]1,19-18-27
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OCC2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,12-14-2
CO[C@@]1(CN2CCC1CC2)C#C[C@](O)(C1CCCCC1)c1ccccc1,16-17-30
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2cccc(c2)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1,18-6-27
COc1cccc(CNCCCCCCNCCCCCCCCNCCCCCCNCc2cccc(OC)c2)c1,10-25-9
N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccc(cc2)N=[N+]=[N-])NC(=O)[C@@H](Cc2ccc(O)cc2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O,23-10-30
NC1=NC2=C(CCCC2)C2(CCCCC2)S1,17-14-21
OC(=O)c1ccc2n(Cc3ccccc3C(F)(F)F)c(Nc3ccc(OCc4ccccc4)cc3)nc2c1,23-14-20
Oc1ccc(cc1)-c1ccccc1,11-15-15
CS[C@@H]1O[C@H](CO)[C@H](O)[C@@H]([C@H]1O)n1cc(nn1)C(=O)NCc1ccccc1,13-1-29
FC(F)(F)C1(CC1)c1cc(NC(=O)Cc2ccc(cc2)-c2cnc3[nH]ccc3c2)no1,27-22-19
CC(C)CCC1=C(CCC\C1=C|C(|C)=C\C=C\C(\C)=C\C(O)=O)C(C)C,12-13-23
BrCCOc1ccc2nc3ccc(=O)cc3oc2c1,11-26-17
NS(=O)(=O)c1c(F)c(F)c(N2CCCCC2)c(F)c1F,26-4-8
COc1ncnc(NCc2ccc(cc2)S(N)(=O)=O)c1[N+]([O-])=O,29-6-13
Cc1nc2c(cc(nn2c1Nc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O,26-15-19
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4ccc(Cl)c(c4)C(F)(F)F)c3)c2cc1OC,31-17-16
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O,22-13-27
CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)COCC(=O)Nc2ccc(CCC(=O)N3CCC3=O)cc2)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N1)C(C)C)C(N)=O,10-6-25
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3cc(C)nc4ccccc34)Cc12,12-26-30
CCN1\C(=C|C=C|C=C|C2=[N+](CC)c3cc(ccc3C2(C)C)S([O-])(=O)=O)C(C)(CCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCc2nnc(N3CC(C3)Oc3ccc(F)cc3Cl)n2-c2ccc(OC)[nH+]c2)c2cc(ccc12)S(O)(=O)=O,19-11-19
CN(C)CCC[C@H](N)C(=O)N1CCN(CC1)C(=O)C(C)(C)NS(=O)(=O)c1ccc(Cl)c(COc2cccc3c(C)cc(C)nc23)c1Cl,22-8-30
Cc1[nH]nc2NC3=C(C(c12)c1cccc(F)c1)C(=O)CC(C)(C)C3,11-27-19
OC(CNCCNC(=O)Nc1cccc(Cl)c1)COc1ccc(OCCOC2CCCC2)cc1,13-24-19
OCc1ccccc1-c1ccc(CO[C@H]2CC[C@@H]([C@H]2OC\C=C|CCC(O)=O)N2CCCCCC2)cc1,17-8-27
CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1)C(=O)NCCc1ccccc1,23-7-28
COc1cc2CCN(C(c3cccnc3)c2cc1OC)C(=O)c1ccc(O)cc1O,18-18-13
Cn1cncc1C(O)(c1ccc(nc1)C(F)(F)F)c1ccc2nc(N3CCC3)c(Oc3ccc(Cl)cc3)c(Cl)c2c1,6-13-28
CN[C@H](Cc1ccccc1)C(=O)N[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O,18-11-31
CC(C)(C)C(=O)CN1c2ccccc2N(C2CCCCC2)C(=O)N(CC(=O)Nc2cccc(c2)-c2nc(=O)o[nH]2)C1=O,17-14-27
CS(=O)(=O)CCCOc1cccc2n(ccc12)-c1ccnc(N[C@H]2CC[C@@H](CC2)C(=O)N2CCC(O)CC2)n1,12-26-16
CS(=O)(=O)N1CCN(CC1)C1CN(CCC2(CCC(=O)N(CC3CC3)C2)c2ccc(Cl)c(Cl)c2)C1,22-20-31
CCOC(=O)C(NCC(O)COc1ccccc1C)C(=O)OCC,5-26-15
CCN1[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CSSC2(CCCCC2)CC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,20-9-30
OC[C@H](O)COc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C[C@H]1CCSS1,6-22-25
O[C@H](CNC(=O)c1ccc(Cl)cc1)[C@@H](O)[C@@H]1O[C@@](C[C@H](O)[C@H]1NC(=O)CF)(OCc1cccc(F)c1F)C([O-])=O,14-2-27
Cc1nc2c(cc(nn2c1Cc1cccc(Cl)c1C)N1CCOCC1)C(N)=O,26-17-17
Cn1ncc(-c2nn(C)c3ncnc(N4CCC4)c23)c1-c1ccc(cc1)C(F)(F)F,21-29-25
OC(CNCCNC(=O)Nc1ccc(O)cc1)COc1ccc(OCCOCC2CC2)cc1,9-23-23
COc1cccc2C[C@@H]3[C@H](C[C@H](CN3C)C(=O)N3CCN(CC3)c3ccc4ccccc4n3)Cc12,10-27-30
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(C)=O)C(=O)NCc1ccncc1,21-2-12
Nc1nc(N)c2cc(ccc2n1)[N+]([O-])=O,17-13-6
CC(C)C[C@H](NP([O-])(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,14-1-22
CC(C)(C)NC(=O)c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1,25-12-27
CC(=O)Nc1ccc(Cl)cn1,6-24-13
CCCCCCCCO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)[C@@H]2OS([O-])(=O)=O)[C@@H]1OS([O-])(=O)=O,13-4-26
NS(=O)(=O)c1ccc(CNc2nc[nH]c(=O)c2[N+]([O-])=O)cc1,28-2-8
CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1,23-27-26
CN(C)c1ccc2C=c3cc4CCC[N+](CCCC(=O)N(C)CC(=O)Nc5ccc6[nH]c(=O)c7ccccc7c6c5)=c4cc3C(C)(C)c2c1,28-11-30
Cc1[nH]nc2NC3=C(C(c12)c1ccccc1)C(=O)CC(C)(C)C3,8-29-21
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(nn4-c4ccc(Cl)cc4)C(C)(C)C)c3)c2cc1OC,30-18-11
CC(C)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(O)=O)C(=O)NCC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,22-8-26
CC1(C)CC=C(c2ccc(cc2)C#N)c2cc(ccc12)C#Cc1ccc(cc1)C(O)=O,10-15-27
CCC1=C(C(C)C)\C(CCC1)=C\C(\C)=C\C=C\C(\C)=C\C(O)=O,11-13-25
OC[C@H](O)COc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CSSC1,9-19-21
